TIMESTAMP(ms),IDLESPD(RPM),RPM(RPM),TPS(%),COOLTMP(DEG C),CELL,LBLM,RBLM,MAP(KPA),LO2(mV),RO2(mV),IAT(DEG C),ADV(DEG),SPEED(MPH),KNOCKRETARD(DEG),KNOCK,IAC,BARO(KPA),ADIGNVLT(VOLTS),LINT,RINT,MAF(G/s),LBPW(MSEC),RBPW(MSEC),CL,BLM,WOT
385224,800.00,900.00,0.00,102.00,18,115,116,33.60,661.56,812.52,21.75,28,4,0.00,2061,41,33.60,13.60,124,126,8.70,2.70,2.78,1,1,0
385501,800.00,900.00,0.00,102.00,18,115,116,35.45,768.12,830.28,21.75,28,4,0.00,2061,40,35.45,13.60,124,125,8.39,2.72,2.78,1,1,0
385777,800.00,875.00,0.00,102.00,18,115,116,35.82,816.96,719.28,21.75,28,3,0.00,2061,40,35.82,13.60,124,125,8.53,2.78,2.79,1,1,0
386057,800.00,875.00,0.00,102.00,18,117,117,35.08,257.52,608.28,22.50,28,0,0.00,2061,40,35.08,13.60,125,125,8.45,2.70,2.82,1,1,0
386328,800.00,900.00,0.00,102.00,16,118,118,34.71,146.52,790.32,22.50,28,0,0.00,2061,39,34.71,13.60,125,125,8.48,2.76,2.72,1,1,0
386598,800.00,900.00,0.00,102.00,16,118,118,33.60,559.44,190.92,22.50,28,0,0.00,2061,37,33.60,13.60,123,127,8.37,2.64,2.79,1,1,0
386868,800.00,875.00,0.00,102.00,16,118,118,33.23,834.72,208.68,22.50,28,0,0.00,2061,36,33.23,13.60,123,127,8.10,2.61,2.70,1,1,0
387138,800.00,825.00,0.00,102.00,16,118,118,35.45,741.48,843.60,22.50,27,0,0.00,2061,36,35.45,13.60,123,125,8.20,2.73,2.79,1,1,0
387409,800.00,800.00,0.00,102.00,16,118,118,36.55,253.08,848.04,22.50,27,0,0.00,2061,36,36.55,13.60,125,125,8.13,2.90,2.88,1,1,0
387679,800.00,825.00,0.00,102.00,16,118,118,35.45,226.44,768.12,22.50,27,0,0.00,2061,36,35.45,13.60,125,125,8.04,2.85,2.84,1,1,0
387948,800.00,825.00,0.00,102.00,16,118,118,35.45,293.04,816.96,22.50,27,0,0.00,2061,35,35.45,13.60,125,124,8.12,2.79,2.78,1,1,0
388217,800.00,850.00,0.00,102.00,16,118,118,35.82,852.48,550.56,22.50,27,0,0.00,2061,34,35.82,13.60,123,124,7.98,2.72,2.75,1,1,0
388490,800.00,825.00,0.00,102.00,16,118,118,35.82,781.44,177.60,22.50,27,0,0.00,2061,34,35.82,13.70,123,126,7.93,2.73,2.81,1,1,0
388760,800.00,800.00,0.00,102.00,16,118,118,36.55,750.36,102.12,22.50,27,0,0.00,2061,34,36.55,13.70,123,126,7.90,2.82,2.91,1,1,0
389030,800.00,825.00,0.00,102.00,16,118,118,35.45,772.56,523.92,22.50,27,0,0.00,2061,34,35.45,13.60,122,124,7.85,2.75,2.87,1,1,0
389300,800.00,825.00,0.00,102.00,16,118,118,35.08,852.48,812.52,22.50,27,0,0.00,2061,34,35.08,13.60,122,124,7.82,2.75,2.79,1,1,0
389570,800.00,800.00,0.00,102.00,16,118,118,36.18,799.20,763.68,22.50,27,0,0.00,2061,34,36.18,13.70,121,124,7.85,2.73,2.79,1,1,0
389840,800.00,800.00,0.00,102.00,16,117,118,35.45,195.36,790.32,22.50,27,0,0.00,2061,34,35.45,13.60,123,124,7.78,2.75,2.79,1,1,0
390109,800.00,800.00,0.00,102.00,16,117,118,35.08,93.24,799.20,22.50,27,0,0.00,2061,34,35.08,13.60,123,123,7.80,2.66,2.69,1,1,0
390380,800.00,775.00,0.00,102.00,16,117,118,37.29,75.48,679.32,22.50,27,0,0.00,2061,34,37.29,13.60,123,123,7.84,2.82,2.84,1,1,0
390651,800.00,825.00,0.00,102.00,16,117,118,37.29,62.16,159.84,22.50,27,0,0.00,2061,35,37.29,13.60,123,125,7.93,2.82,2.90,1,1,0
390926,800.00,800.00,0.00,102.00,16,117,118,36.18,79.92,763.68,22.50,27,0,0.00,2061,35,36.18,13.60,124,123,7.91,2.82,2.82,1,1,0
391196,800.00,800.00,0.00,102.00,16,117,118,36.18,93.24,848.04,22.50,27,0,0.00,2061,35,36.18,13.60,124,123,7.98,2.79,2.79,1,1,0
391467,800.00,800.00,0.00,102.00,16,117,118,36.92,62.16,426.24,22.50,27,0,0.00,2061,35,36.92,13.60,126,125,7.87,2.88,2.82,1,1,0
391737,800.00,800.00,0.00,102.00,16,117,118,37.66,84.36,515.04,22.50,27,0,0.00,2061,35,37.66,13.70,126,123,7.90,2.90,2.88,1,1,0
392007,800.00,825.00,0.00,102.00,16,117,118,36.55,66.60,106.56,22.50,27,0,0.00,2061,35,36.55,13.60,127,125,7.91,2.90,2.87,1,1,0
392281,800.00,825.00,0.00,102.00,16,117,118,36.18,106.56,39.96,22.50,27,0,0.00,2061,35,36.18,13.60,127,125,8.05,2.87,2.84,1,1,0
392551,800.00,825.00,0.00,102.00,16,117,118,35.45,133.20,53.28,22.50,27,0,0.00,2061,35,35.45,13.60,126,125,7.91,2.76,2.76,1,1,0
392821,800.00,825.00,0.00,102.00,16,117,118,35.82,124.32,84.36,22.50,27,0,0.00,2061,34,35.82,13.60,127,126,7.78,2.79,2.81,1,1,0
393091,800.00,800.00,0.00,102.00,16,117,118,35.82,222.00,79.92,22.50,27,0,0.00,2061,34,35.82,13.60,127,127,7.84,2.76,2.81,1,1,0
393366,800.00,825.00,0.00,102.00,16,117,118,35.82,732.60,115.44,22.50,27,0,0.00,2061,34,35.82,13.70,125,128,7.90,2.78,2.87,1,1,0
393639,800.00,825.00,0.00,102.00,16,117,118,36.18,839.16,843.60,22.50,27,0,0.00,2061,34,36.18,13.60,125,125,7.82,2.76,2.78,1,1,0
393917,800.00,800.00,0.00,102.00,16,117,118,35.45,816.96,865.80,22.50,27,0,0.00,2061,34,35.45,13.60,125,125,7.83,2.76,2.78,1,1,0
394186,800.00,825.00,0.00,102.00,16,117,118,36.55,803.64,794.76,22.50,27,0,0.00,2061,34,36.55,13.70,124,125,7.91,2.81,2.84,1,1,0
394458,800.00,825.00,0.00,102.00,16,117,118,35.82,870.24,745.92,22.50,27,0,0.00,2061,34,35.82,13.60,124,125,7.80,2.75,2.81,1,1,0
394728,800.00,825.00,0.00,102.00,16,117,118,35.45,874.68,856.92,22.50,27,0,0.00,2061,34,35.45,13.70,123,124,7.80,2.73,2.76,1,1,0
394998,800.00,825.00,0.00,102.00,16,117,118,35.45,834.72,799.20,22.50,27,0,0.00,2061,34,35.45,13.60,122,124,7.80,2.67,2.73,1,1,0
395267,800.00,800.00,0.00,102.00,16,117,118,35.45,754.80,848.04,23.25,27,0,0.00,2061,34,35.45,13.60,122,123,7.84,2.75,2.79,1,1,0
395537,800.00,800.00,0.00,102.00,16,117,118,36.92,719.28,705.96,23.25,27,0,0.00,2061,34,36.92,13.60,122,123,7.91,2.78,2.82,1,1,0
395807,800.00,800.00,0.00,102.00,16,117,118,36.18,324.12,408.48,23.25,27,0,0.00,2061,34,36.18,13.60,124,125,7.83,2.79,2.79,1,1,0
396076,800.00,800.00,0.00,102.00,16,117,118,36.92,119.88,785.88,23.25,27,0,0.00,2061,34,36.92,13.60,124,123,7.88,2.79,2.81,1,1,0
396347,800.00,825.00,0.00,102.00,16,117,118,35.45,75.48,541.68,23.25,27,0,0.00,2061,34,35.45,13.60,124,123,7.78,2.76,2.78,1,1,0
396618,800.00,800.00,0.00,102.00,16,117,118,36.55,75.48,324.12,23.25,27,0,0.00,2061,34,36.55,13.60,124,125,7.84,2.78,2.84,1,1,0
396888,800.00,825.00,0.00,102.00,16,117,118,35.45,115.44,133.20,23.25,27,0,0.00,2061,34,35.45,13.60,125,125,7.82,2.84,2.85,1,1,0
397157,800.00,825.00,0.00,102.00,16,117,118,35.82,128.76,84.36,23.25,27,0,0.00,2061,34,35.82,13.60,125,125,7.90,2.78,2.79,1,1,0
397428,800.00,825.00,0.00,102.00,16,117,118,35.82,310.80,115.44,23.25,27,0,0.00,2061,34,35.82,13.60,126,125,7.85,2.81,2.81,1,1,0
397699,800.00,825.00,0.00,102.00,16,117,118,35.45,799.20,270.84,23.25,27,0,0.00,2061,34,35.45,13.50,124,126,7.85,2.75,2.82,1,1,0
397969,800.00,800.00,0.00,102.00,16,117,118,36.92,856.92,435.12,23.25,27,0,0.00,2061,34,36.92,13.70,124,126,7.75,2.79,2.87,1,1,0
398238,800.00,825.00,0.00,102.00,16,117,118,35.45,785.88,785.88,23.25,27,0,0.00,2061,34,35.45,13.50,124,124,7.80,2.75,2.78,1,1,0
398509,800.00,825.00,0.00,102.00,16,117,118,36.18,728.16,763.68,23.25,27,0,0.00,2061,34,36.18,13.50,124,124,7.91,2.76,2.84,1,1,0
398782,800.00,825.00,0.00,102.00,16,117,118,36.18,235.32,204.24,23.25,27,0,0.00,2061,34,36.18,13.60,125,126,7.82,2.78,2.82,1,1,0
399051,800.00,800.00,0.00,102.00,16,117,118,35.82,750.36,714.84,23.25,27,0,0.00,2061,34,35.82,13.60,123,124,7.80,2.78,2.79,1,1,0
399322,800.00,800.00,0.00,102.00,16,117,118,36.55,634.92,701.52,23.25,27,0,0.00,2061,34,36.55,13.60,123,124,7.77,2.73,2.78,1,1,0
399592,800.00,800.00,0.00,102.00,16,117,118,36.55,803.64,754.80,23.25,27,0,0.00,2061,34,36.55,13.60,123,124,7.80,2.73,2.75,1,1,0
399865,800.00,800.00,0.00,102.00,16,117,118,35.08,626.04,270.84,23.25,27,0,0.00,2061,34,35.08,13.70,122,126,7.80,2.70,2.81,1,1,0
400134,800.00,800.00,0.00,102.00,16,117,118,35.82,803.64,137.64,23.25,27,0,0.00,2061,34,35.82,13.60,122,126,7.83,2.70,2.84,1,1,0
400409,800.00,800.00,0.00,102.00,16,117,118,36.92,821.40,137.64,23.25,27,0,0.00,2061,34,36.92,13.50,122,126,7.84,2.76,2.88,1,1,0
400680,800.00,775.00,0.00,102.00,16,117,118,37.66,146.52,843.60,23.25,27,0,0.00,2061,34,37.66,13.60,123,124,7.92,2.84,2.90,1,1,0
400954,800.00,775.00,0.00,102.00,16,117,118,36.55,88.80,719.28,23.25,27,0,0.00,2061,34,36.55,13.50,123,124,7.84,2.84,2.88,1,1,0
401223,800.00,775.00,0.00,102.00,16,117,118,36.92,111.00,794.76,23.25,27,0,0.00,2061,35,36.92,13.60,123,124,7.83,2.84,2.87,1,1,0
401496,800.00,775.00,0.00,102.00,16,117,118,37.66,53.28,168.72,23.25,27,0,0.00,2061,36,37.66,13.60,123,126,7.95,2.88,2.98,1,1,0
401767,800.00,775.00,0.00,102.00,16,117,118,36.92,71.04,75.48,23.25,27,0,0.00,2061,36,36.92,13.60,124,126,8.00,2.90,2.96,1,1,0
402036,800.00,800.00,0.00,102.00,16,117,118,37.66,66.60,71.04,23.25,27,0,0.00,2061,36,37.66,13.40,125,126,7.97,2.87,2.94,1,1,0
402308,800.00,850.00,0.00,102.00,16,117,118,36.92,84.36,71.04,23.25,27,0,0.00,2061,36,36.92,13.60,126,127,8.05,2.84,2.87,1,1,0
402578,800.00,850.00,0.00,102.00,16,117,118,35.82,62.16,119.88,23.25,27,0,0.00,2061,35,35.82,13.60,126,127,8.02,2.78,2.82,1,1,0
402849,800.00,825.00,0.00,102.00,16,117,118,35.08,48.84,803.64,23.25,27,0,0.00,2061,34,35.08,13.50,127,125,7.87,2.72,2.72,1,1,0
403118,800.00,800.00,0.00,102.00,16,117,118,35.82,97.68,874.68,23.25,27,0,0.00,2061,34,35.82,13.60,127,125,7.77,2.81,2.79,1,1,0
403389,800.00,750.00,0.00,102.00,16,117,118,38.03,679.32,808.08,23.25,26,0,0.00,2061,34,38.03,13.60,124,125,7.80,2.93,2.93,1,1,0
403658,800.00,750.00,0.00,102.00,16,117,118,37.29,856.92,688.20,23.25,26,0,0.00,2061,36,37.29,13.50,124,125,7.90,2.94,2.98,1,1,0
403928,800.00,800.00,0.00,102.00,16,117,118,37.29,603.84,825.84,23.25,27,0,0.00,2061,37,37.29,13.60,124,124,8.00,2.90,2.91,1,1,0
404197,800.00,825.00,0.00,102.00,16,117,118,37.29,768.12,732.60,23.25,27,0,0.00,2061,37,37.29,13.60,124,124,8.09,2.87,2.88,1,1,0
404467,800.00,825.00,0.00,102.00,16,117,118,36.92,790.32,133.20,23.25,27,0,0.00,2061,37,36.92,13.60,123,126,8.07,2.78,2.88,1,1,0
404737,800.00,850.00,0.00,102.00,16,117,118,36.55,150.96,93.24,23.25,27,0,0.00,2061,37,36.55,13.60,125,126,8.18,2.82,2.87,1,1,0
405006,800.00,850.00,0.00,102.00,16,117,118,34.71,115.44,137.64,23.25,27,0,0.00,2061,37,34.71,13.60,125,126,8.06,2.70,2.76,1,1,0
405276,800.00,850.00,0.00,102.00,16,117,118,34.71,115.44,781.44,23.25,27,0,0.00,2061,36,34.71,13.60,125,124,7.91,2.64,2.66,1,1,0
405548,800.00,825.00,0.00,102.00,16,117,118,34.34,75.48,848.04,23.25,27,0,0.00,2061,35,34.34,13.60,125,124,7.98,2.61,2.62,1,1,0
405818,800.00,800.00,0.00,102.00,16,117,118,35.82,57.72,230.88,23.25,27,0,0.00,2061,35,35.82,13.60,126,126,7.99,2.76,2.81,1,1,0
406087,800.00,800.00,8.63,102.00,18,115,116,46.15,124.32,421.80,23.25,27,0,1.50,2061,42,46.15,13.50,132,128,13.70,4.30,3.97,1,1,0
406359,800.00,950.00,9.80,102.00,18,115,116,55.37,93.24,208.68,23.25,26,0,4.50,2061,44,55.37,13.50,133,128,17.88,5.95,5.80,1,1,0
406629,800.00,1125.00,10.59,102.00,18,115,116,50.21,35.52,39.96,23.25,29,0,2.50,2061,45,50.21,13.60,136,130,18.26,5.20,4.93,1,1,0
406907,800.00,1100.00,10.59,102.00,18,115,116,48.36,39.96,35.52,23.25,28,0,2.00,2061,45,48.36,13.60,138,134,18.66,5.17,5.00,1,1,0
407180,800.00,975.00,10.59,102.00,18,115,116,53.90,35.52,53.28,23.25,26,4,4.00,2061,49,53.90,13.60,140,137,19.02,5.74,5.74,1,1,0
407452,800.00,950.00,10.59,102.00,8,130,128,57.22,35.52,57.72,23.25,26,5,5.50,2061,50,57.22,13.50,141,138,18.91,6.36,6.30,1,1,0
407722,800.00,1075.00,10.59,102.00,8,130,128,55.37,75.48,208.68,23.25,28,6,4.50,2061,51,55.37,13.60,143,139,18.92,6.82,6.58,1,1,0
407992,800.00,1100.00,10.59,102.00,8,130,128,52.05,901.32,901.32,23.25,28,7,3.00,2061,52,52.05,13.60,133,130,19.60,5.91,5.71,1,1,0
408266,800.00,975.00,10.59,102.00,8,130,128,55.74,861.36,861.36,23.25,26,9,4.50,2061,54,55.74,13.60,130,126,19.35,6.55,6.10,1,1,0
408543,800.00,1075.00,10.59,102.00,8,130,128,54.27,883.56,848.04,23.25,28,10,4.00,2061,55,54.27,13.60,127,124,19.50,6.12,5.80,1,1,0
408814,800.00,1225.00,14.12,102.00,8,130,128,52.42,555.00,701.52,23.25,30,11,3.50,2061,59,52.42,13.60,126,122,23.15,5.66,5.55,1,1,0
409087,800.00,1375.00,16.08,102.00,9,128,127,55.74,137.64,115.44,23.25,31,12,5.00,2061,62,55.74,13.60,134,131,29.97,7.58,7.25,1,1,0
409358,800.00,1525.00,16.08,102.00,9,128,127,53.53,892.44,865.80,23.25,32,14,3.50,2061,63,53.53,13.60,126,126,31.05,6.77,6.61,1,1,0
409632,800.00,1675.00,16.08,102.00,9,128,127,48.36,830.28,843.60,23.25,33,15,2.00,2061,65,48.36,13.60,122,122,31.56,6.09,6.03,1,1,0
409902,800.00,1775.00,16.08,102.00,5,122,119,45.04,577.20,834.72,23.25,34,16,1.00,2061,66,45.04,13.60,124,124,31.72,5.55,5.62,1,1,0
410171,800.00,1825.00,0.00,102.00,17,120,116,26.22,248.64,892.44,23.25,35,16,0.00,2061,65,26.22,13.60,129,125,10.79,2.55,2.17,1,1,0
410442,800.00,1700.00,0.00,102.00,17,112,114,23.27,919.08,874.68,23.25,35,16,0.00,2061,64,23.27,13.60,127,123,10.73,1.68,1.65,1,1,0
410713,800.00,1525.00,0.00,102.00,17,112,114,24.75,927.96,923.52,23.25,36,16,0.00,2061,62,24.75,13.60,124,121,10.73,1.91,1.88,1,1,0
410985,800.00,1525.00,0.00,102.00,17,112,114,25.11,959.04,945.72,23.25,34,16,0.00,2061,61,25.11,13.60,123,120,10.49,1.88,1.86,1,1,0
411254,800.00,1450.00,1.96,102.00,17,112,113,25.48,954.60,927.96,23.25,38,16,0.00,2061,59,25.48,13.60,122,119,10.49,1.91,1.86,1,1,0
411527,800.00,1350.00,6.27,102.00,17,112,113,32.49,936.84,901.32,23.25,36,16,0.00,2061,58,32.49,13.60,128,112,15.07,2.70,2.75,1,1,0
411797,800.00,1275.00,6.67,102.00,5,122,117,36.92,879.12,661.56,23.25,31,17,0.00,2061,58,36.92,13.60,123,110,16.36,3.81,3.25,1,1,0
412066,800.00,1275.00,6.67,102.00,5,122,117,38.77,816.96,195.36,23.25,31,17,0.00,2061,59,38.77,13.60,119,120,16.20,3.74,3.57,1,1,0
412337,800.00,1300.00,8.24,102.00,5,122,117,38.77,657.12,53.28,23.25,31,17,0.00,2061,59,38.77,13.60,119,121,16.34,3.69,3.56,1,1,0
412608,800.00,1325.00,8.63,102.00,5,122,117,40.24,248.64,39.96,23.25,31,17,0.00,2061,59,40.24,13.60,126,125,18.56,4.30,4.07,1,1,0
412878,800.00,1350.00,9.41,102.00,5,122,117,41.72,106.56,48.84,23.25,31,17,0.00,2061,61,41.72,13.60,127,128,18.98,4.33,4.20,1,1,0
413147,800.00,1375.00,9.41,102.00,5,122,117,40.98,66.60,57.72,23.25,31,18,0.00,2061,62,40.98,13.50,130,130,19.32,4.41,4.23,1,1,0
413419,800.00,1400.00,9.41,102.00,5,122,117,39.51,66.60,57.72,23.25,27,18,0.00,2061,62,39.51,13.60,133,131,19.09,4.43,4.18,1,1,0
413689,800.00,1425.00,9.41,102.00,5,122,117,39.51,150.96,71.04,23.25,32,19,0.00,2061,63,39.51,13.60,134,133,19.06,4.38,4.12,1,1,0
413959,800.00,1425.00,8.63,102.00,5,122,117,37.66,768.12,137.64,23.25,32,19,0.00,2061,62,37.66,13.60,126,133,18.07,3.88,3.95,1,1,0
414230,800.00,1475.00,8.63,102.00,5,122,117,36.92,816.96,852.48,23.25,32,19,0.00,2061,62,36.92,13.50,125,125,18.10,3.74,3.54,1,1,0
414503,800.00,1500.00,8.63,102.00,5,122,117,36.18,701.52,359.64,23.25,32,20,0.00,2061,63,36.18,13.60,123,130,18.15,3.65,3.51,1,1,0
414777,800.00,1525.00,8.63,102.00,5,122,117,36.18,306.36,341.88,23.25,32,20,0.00,2061,63,36.18,13.60,129,130,18.34,3.77,3.65,1,1,0
415050,800.00,1525.00,9.41,102.00,5,122,117,37.29,213.12,550.56,23.25,32,20,0.00,2061,64,37.29,13.60,129,124,19.28,3.86,3.59,1,1,0
415321,800.00,1525.00,9.41,102.00,5,122,117,36.92,310.80,88.80,23.25,32,20,0.00,2061,64,36.92,13.60,131,130,19.06,3.91,3.71,1,1,0
415592,800.00,1550.00,9.41,102.00,5,122,117,36.55,341.88,79.92,23.25,32,20,0.00,2061,64,36.55,13.60,131,134,19.55,3.91,3.85,1,1,0
415862,800.00,1575.00,9.41,102.00,5,122,117,36.55,754.80,395.16,23.25,28,21,0.00,2061,64,36.55,13.60,125,135,19.02,3.71,3.86,1,1,0
416136,800.00,1600.00,9.41,102.00,5,122,117,35.08,230.88,816.96,23.25,33,21,0.00,2061,64,35.08,13.60,130,127,19.24,3.78,3.52,1,1,0
416411,800.00,1625.00,9.41,102.00,5,122,117,34.34,199.80,737.04,23.25,33,21,0.00,2061,64,34.34,13.60,131,124,19.32,3.74,3.46,1,1,0
416681,800.00,1625.00,9.41,102.00,5,122,117,34.34,794.76,146.52,23.25,33,21,0.00,2061,64,34.34,13.60,125,131,19.60,3.56,3.56,1,1,0
416952,800.00,1625.00,9.41,102.00,5,122,117,34.71,372.96,270.84,23.25,33,21,0.00,2061,64,34.71,13.60,130,132,19.41,3.54,3.57,1,1,0
417225,800.00,1700.00,10.59,102.00,5,122,117,35.45,142.08,723.72,23.25,33,22,0.00,2061,65,35.45,13.60,130,126,21.12,4.00,3.72,1,1,0
417498,800.00,1675.00,10.59,102.00,5,122,117,36.18,115.44,150.96,23.25,33,22,0.00,2061,65,36.18,13.60,133,131,21.33,4.00,3.86,1,1,0
417776,800.00,1700.00,10.59,102.00,5,122,117,35.45,173.16,284.16,23.25,33,22,0.00,2061,65,35.45,13.60,136,132,21.07,4.06,3.80,1,1,0
418046,800.00,1700.00,10.59,102.00,5,122,117,35.08,865.80,808.08,23.25,33,22,0.00,2061,65,35.08,13.60,128,126,21.12,3.83,3.60,1,1,0
418317,800.00,1725.00,10.59,102.00,5,122,117,34.34,506.16,168.72,23.25,33,23,0.00,2061,65,34.34,13.60,127,132,21.16,3.77,3.75,1,1,0
418587,800.00,1725.00,10.59,102.00,5,122,117,33.97,137.64,848.04,23.25,33,23,0.00,2061,65,33.97,13.60,133,127,21.33,3.89,3.56,1,1,0
418856,800.00,1775.00,10.59,102.00,5,122,117,33.23,621.60,346.32,23.25,33,23,0.00,2061,65,33.23,13.50,128,132,20.89,3.81,3.45,1,1,0
419125,800.00,1750.00,10.59,102.00,5,122,117,32.86,803.64,861.36,23.25,33,23,0.00,2061,65,32.86,13.60,128,126,20.61,3.59,3.54,1,1,0
419398,800.00,1775.00,10.59,102.00,5,122,117,32.86,266.40,253.08,23.25,33,23,0.00,2061,65,32.86,13.60,133,131,20.70,3.71,3.51,1,1,0
419669,800.00,1825.00,9.41,102.00,5,122,117,32.49,146.52,803.64,23.25,34,24,0.00,2061,64,32.49,13.60,133,125,19.44,3.52,3.16,1,1,0
419939,800.00,1800.00,8.24,102.00,5,122,117,29.91,879.12,794.76,22.50,34,24,0.00,2061,63,29.91,13.60,128,124,17.65,3.04,2.85,1,1,0
420210,800.00,1825.00,5.49,102.00,5,122,117,27.70,865.80,705.96,22.50,33,24,0.00,2061,63,27.70,13.60,125,122,17.09,2.85,2.59,1,1,0
420481,800.00,1800.00,5.10,102.00,1,113,111,25.85,892.44,732.60,22.50,33,23,0.00,2061,61,25.85,13.60,121,124,14.84,2.26,2.23,1,1,0
420753,800.00,1775.00,5.10,102.00,1,113,111,25.48,745.92,848.04,22.50,33,23,0.00,2061,60,25.48,13.60,119,121,14.33,2.15,2.14,1,1,0
421022,800.00,1775.00,5.10,102.00,1,113,111,26.22,799.20,199.80,22.50,33,23,0.00,2061,60,26.22,13.50,123,128,14.38,2.20,2.27,1,1,0
421292,800.00,1775.00,5.10,102.00,1,113,111,25.85,599.40,874.68,22.50,33,23,0.00,2061,60,25.85,13.50,120,122,14.33,2.17,2.17,1,1,0
421564,800.00,1750.00,5.10,102.00,1,113,111,25.85,119.88,643.80,22.50,33,23,0.00,2061,60,25.85,13.60,128,120,14.14,2.32,2.14,1,1,0
421834,800.00,1725.00,3.14,102.00,1,113,111,25.11,288.60,75.48,22.50,32,23,0.00,2061,60,25.11,13.60,129,126,14.20,2.30,2.20,1,1,0
422103,800.00,1700.00,3.14,102.00,17,112,113,24.38,861.36,75.48,22.50,32,22,0.00,2061,59,24.38,13.60,123,128,12.61,2.01,2.11,1,1,0
422374,800.00,1700.00,3.14,102.00,17,112,113,24.38,199.80,839.16,22.50,32,22,0.00,2061,58,24.38,13.60,128,122,12.68,2.11,2.01,1,1,0
422645,800.00,1675.00,3.14,102.00,17,112,113,24.38,57.72,781.44,22.50,32,22,0.00,2061,58,24.38,13.60,128,122,12.80,2.12,2.01,1,1,0
422915,800.00,1700.00,3.14,102.00,17,112,113,25.11,341.88,692.64,22.50,32,22,0.00,2061,58,25.11,13.60,130,121,12.89,2.18,2.04,1,1,0
423184,800.00,1675.00,5.10,102.00,17,112,113,26.96,892.44,812.52,22.50,32,22,0.00,2061,59,26.96,13.60,123,119,14.21,2.27,2.17,1,1,0
423456,800.00,1650.00,6.27,102.00,1,113,110,28.07,186.48,506.16,22.50,33,22,0.00,2061,61,28.07,13.60,128,117,15.19,2.61,2.32,1,1,0
423728,800.00,1650.00,6.27,102.00,1,113,110,28.44,93.24,44.40,22.50,33,22,0.00,2061,61,28.44,13.60,129,124,15.77,2.70,2.53,1,1,0
424000,800.00,1675.00,8.24,102.00,1,113,110,31.76,75.48,53.28,22.50,33,22,0.00,2061,62,31.76,13.50,132,127,18.02,3.16,2.94,1,1,0
424276,800.00,1675.00,8.63,102.00,1,113,110,32.49,57.72,44.40,22.50,33,22,0.00,2061,63,32.49,13.60,135,130,18.32,3.30,3.11,1,1,0
424559,800.00,1700.00,10.98,102.00,5,122,117,35.45,48.84,53.28,22.50,33,22,0.00,2061,66,35.45,13.60,138,131,22.10,4.01,3.78,1,1,0
424829,800.00,1700.00,14.12,102.00,5,122,117,42.09,79.92,57.72,22.50,33,22,0.50,2061,68,42.09,13.50,140,136,28.92,5.65,5.14,1,1,0
425106,800.00,1750.00,14.12,102.00,5,122,117,41.72,892.44,634.92,22.50,34,23,0.50,2061,68,41.72,13.60,130,127,28.57,5.14,5.25,1,1,0
425381,800.00,1800.00,14.12,102.00,5,122,117,40.98,417.36,466.20,22.50,34,23,0.00,2061,68,40.98,13.50,135,128,28.38,4.93,4.76,1,1,0
425656,800.00,1825.00,14.12,102.00,5,122,117,39.87,253.08,155.40,22.50,34,23,0.00,2061,68,39.87,13.50,135,135,28.70,5.19,4.96,1,1,0
425926,800.00,1900.00,14.12,102.00,5,122,117,39.14,834.72,772.56,22.50,34,24,0.00,2061,68,39.14,13.60,128,129,28.68,4.82,4.61,1,1,0
426195,800.00,1875.00,14.12,102.00,5,122,117,39.14,355.20,261.96,22.50,34,25,0.00,2061,68,39.14,13.50,133,134,29.40,4.71,4.76,1,1,0
426466,800.00,1950.00,14.12,102.00,5,122,117,37.66,697.08,785.88,21.75,34,25,0.00,2061,68,37.66,13.50,127,126,29.01,4.76,4.41,1,1,0
426737,800.00,2000.00,14.12,102.00,5,122,117,37.66,661.56,741.48,21.75,34,26,0.00,2061,68,37.66,13.50,126,125,29.20,4.55,4.35,1,1,0
427006,800.00,1950.00,14.12,102.00,5,122,117,37.29,350.76,213.12,21.75,34,26,0.00,2061,68,37.29,13.60,131,130,29.03,4.62,4.18,1,1,0
427276,800.00,2025.00,14.12,102.00,5,122,117,36.18,825.84,830.28,21.75,34,26,0.00,2061,68,36.18,13.50,124,124,28.62,4.36,4.09,1,1,0
427548,800.00,2025.00,14.12,102.00,5,122,117,34.71,257.52,173.16,21.75,34,26,0.00,2061,68,34.71,13.60,129,129,28.42,4.26,4.20,1,1,0
427818,800.00,2075.00,14.12,102.00,5,122,117,35.45,199.80,603.84,21.75,34,27,0.00,2061,68,35.45,13.50,130,124,28.79,4.30,4.18,1,1,0
428087,800.00,2100.00,11.77,102.00,5,122,117,32.86,799.20,603.84,21.75,35,27,0.00,2061,68,32.86,13.50,124,123,24.59,3.77,3.52,1,1,0
428358,800.00,2100.00,11.77,102.00,6,125,124,30.65,839.16,639.36,21.75,35,27,0.00,2061,66,30.65,13.60,122,125,24.45,3.39,3.37,1,1,0
428629,800.00,2075.00,6.67,102.00,2,128,128,25.11,905.76,896.88,21.75,34,27,0.00,2061,65,25.11,13.50,118,123,16.49,2.35,2.55,1,1,0
428899,800.00,2100.00,6.67,102.00,2,128,128,24.01,950.16,945.72,21.75,34,27,0.00,2061,64,24.01,13.60,116,118,16.85,2.33,2.38,1,1,0
429168,800.00,2075.00,6.27,102.00,2,127,128,24.38,950.16,932.40,21.75,34,27,0.00,2061,62,24.38,13.60,114,117,16.23,2.24,2.33,1,1,0
